id,label
10014,0.120308
6584,0.0393024
4289,0.615905
3711,0.06084
541,0.0912753
5948,0.941365
8897,0.305412
6042,0.333021
2289,0.0994365
7246,0.777821
8263,0.694825
4288,0.670862
3594,0.442952
5407,0.827497
9373,0.809234
4551,0.964524
8761,0.132592
3072,0.657923
4637,0.609119
8618,0.182616
1563,0.954127
1274,0.592266
2419,0.0548484
4787,0.881894
6572,0.869673
4302,0.879363
12143,0.322984
4168,0.426654
2104,0.158553
11137,0.711027
3399,0.860335
5174,0.509076
6012,0.757396
177,0.39397
5090,0.726856
9146,0.0360589
1272,0.936371
9711,0.104354
5661,0.155172
1138,0.171779
4044,0.985321
4891,0.823839
9354,0.783461
2100,0.113972
5409,0.78882
2446,0.531868
7830,0.229616
594,0.780279
8995,0.440886
1413,0.706911
4782,0.99895
2163,0.995726
1709,0.0202186
10452,0.419476
2322,0.948
12441,0.319265
10679,0.682789
9417,0.999311
9830,0.815963
11834,0.710959
3891,0.474688
4448,0.713169
4874,0.40414
2051,0.168601
6110,0.00356959
3197,0.0288152
7356,0.0953339
8347,0.86192
7155,0.108544
8701,0.230401
4566,0.926853
6425,0.0603031
10410,0.126794
4489,0.0772933
6403,0.859533
8318,0.728025
1826,0.086372
11856,0.332368
5105,0.143416
1778,0.12862
5182,0.113332
151,0.870799
1164,0.0410602
3123,0.0250951
8432,0.156652
10857,0.880892
3670,0.231258
10879,0.988065
2143,0.998672
10967,0.44389
6820,0.988643
2439,0.0502552
7910,0.134787
9606,0.981086
5101,0.711014
11760,0.935194
9892,0.0188415
12446,0.0716207
3391,0.99936
4878,0.0958753
11382,0.126565
7648,0.939182
6810,0.712724
3856,0.0465875
9968,0.982274
2376,0.995681
1682,0.900371
2823,0.30221
8543,0.893724
11076,0.262894
8097,0.385255
5888,0.259694
861,0.467624
9387,0.128949
7249,0.0251097
10323,0.547091
708,0.998345
4812,0.752887
10780,0.0483804
2101,0.702166
1800,0.962269
9231,0.953101
7824,0.0692287
4600,0.280329
958,0.970737
7407,0.955128
1027,0.175465
3062,0.738158
7415,0.931322
3620,0.941017
11604,0.935371
4529,0.26388
2604,0.482125
7191,0.125438
12339,0.112629
1816,0.790117
9404,0.191038
10643,0.0250055
3087,0.139141
9994,0.0739255
880,0.176892
3477,0.516055
9499,0.151949
12423,0.555323
8837,0.523958
2012,0.0349745
7129,0.160557
6334,0.133704
9306,0.696503
11512,0.243266
11183,0.283196
7117,0.782754
3852,0.545479
10335,0.950645
6411,0.174444
10807,0.138573
6538,0.2218
5961,0.265952
34,0.0610214
1982,0.0333795
5694,0.852692
3638,0.083246
4730,0.599014
11641,0.25475
4854,0.86152
11972,0.41847
929,0.0414581
9197,0.359835
7212,0.590876
1390,0.0672198
2130,0.823909
5666,0.046559
9623,0.227482
12347,0.0628975
698,0.114888
11978,0.182665
1607,0.0117367
3025,0.0634907
9639,0.968661
1827,0.179564
2165,0.859584
7007,0.583605
4308,0.526266
5561,0.740124
5163,0.965528
3144,0.159344
5719,0.796667
210,0.0918298
6511,0.997709
8721,0.694409
5506,0.216322
7486,0.135999
2628,0.960792
4679,0.719261
510,0.555056
12116,0.596047
2451,0.738688
11006,0.952339
11458,0.938427
11173,0.660352
2740,0.788277
5668,0.528685
4072,0.997858
6565,0.00345799
3590,0.0491967
6582,0.633624
8084,0.470873
1198,0.045111
2695,0.381812
11957,0.970928
9512,0.0571635
4012,0.128905
9401,0.921706
11043,0.918577
11376,0.192809
4912,0.705341
11345,0.76076
345,0.370129
7834,0.828896
11552,0.113371
10308,0.92629
7186,0.539628
3654,0.865791
2002,0.99061
9285,0.959567
3647,0.0286495
6038,0.969649
10174,0.330133
5318,0.977709
10065,0.686487
7180,0.613471
8668,0.983399
9267,0.031939
4703,0.324184
1610,0.896179
1712,0.248354
6502,0.814226
8041,0.096098
5475,0.679562
2534,0.104325
11039,0.192791
6844,0.980738
11177,0.111704
3094,0.868298
8497,0.964384
11075,0.541228
8433,0.909888
583,0.0723073
7541,0.217802
12393,0.798784
9934,0.945335
11394,0.375062
9459,0.131029
5597,0.51693
2234,0.253369
6504,0.314096
8355,0.930341
3266,0.656455
4140,0.183016
2582,0.993788
11643,0.832882
7954,0.16289
8287,0.677208
8990,0.178415
2946,0.945621
5351,0.95102
1302,0.0311231
3369,0.490881
10457,0.116971
10695,0.991309
12025,0.223598
2839,0.32219
450,0.890074
2521,0.475045
2818,0.085069
4919,0.584836
5224,0.989724
2306,0.956482
670,0.839132
5988,0.780291
8652,0.202922
5583,0.192972
5635,0.991409
7057,0.17853
9917,0.217085
3047,0.0125202
3951,0.661378
5415,0.122121
11968,0.00411648
2326,0.844049
2838,0.519824
1408,0.416927
6972,0.876347
12308,0.501705
5890,0.898297
4545,0.152161
7491,0.190733
7427,0.880371
12370,0.874175
3240,0.0984906
5651,0.534315
5674,0.451907
4594,0.942784
11117,0.959045
4856,0.14232
9423,0.48489
6061,0.839313
7168,0.943352
7712,0.056963
4292,0.146862
8808,0.535124
7369,0.0574629
5194,0.736024
1921,0.212897
3214,0.78347
1000,0.949534
4860,0.483677
8797,0.99486
3908,0.678492
4786,0.472896
8325,0.211392
2848,0.0392702
1917,0.812536
12310,0.127913
3290,0.747485
6721,0.894571
2182,0.722265
5448,0.146326
10115,0.0139932
7104,0.756392
1242,0.964524
11538,0.0426425
5019,0.649356
11533,0.387165
3005,0.590962
1814,0.99067
5789,0.857374
6719,0.265673
4135,0.72841
8050,0.393524
4076,0.708394
8655,0.161357
4578,0.797409
8756,0.148721
10402,0.0946124
3200,0.881644
5723,0.607193
1541,0.933547
4465,0.87198
1716,0.592985
9874,0.528415
4189,0.562754
7370,0.782032
6703,0.865591
1894,0.229989
5128,0.869942
8448,0.714723
8932,0.100766
1106,0.140184
6144,0.508621
6493,0.254154
7499,0.762474
8016,0.394127
11929,0.159332
6699,0.956254
6831,0.895123
6654,0.833944
757,0.301426
6363,0.900487
1934,0.271765
2609,0.924714
4949,0.267421
3050,0.151167
2686,0.166046
2463,0.251409
6323,0.958301
5501,0.838022
11510,0.34754
6003,0.504927
6049,0.466159
1892,0.954868
9097,0.0952462
8419,0.994191
10531,0.681994
4144,0.813966
4325,0.932942
1998,0.742181
7453,0.826264
11952,0.857898
2507,0.976599
9229,0.0539285
2732,0.981142
2363,0.0459671
1834,0.392218
5563,0.145749
10541,0.90405
10303,0.642583
1677,0.521308
5603,0.166139
4544,0.313035
4797,0.392488
12219,0.844152
6906,0.928089
4667,0.918572
11059,0.868776
7565,0.0115706
3997,0.803801
8140,0.639458
1047,0.0779703
9646,0.893402
10799,0.535982
2375,0.371973
9254,0.947341
12387,0.106363
2559,0.989868
1621,0.710941
1325,0.105927
74,0.994932
12169,0.11002
7390,0.920079
2531,0.306537
6891,0.231039
6598,0.113485
5874,0.60514
4317,0.805837
4218,0.586615
3511,0.989529
866,0.767524
1579,0.735736
11913,0.0363061
4820,0.934368
3924,0.969554
7842,0.0954274
11180,0.960387
2377,0.233701
5076,0.387241
102,0.975061
11802,0.519531
3286,0.19241
1159,0.214696
7192,0.0182407
12163,0.950604
11082,0.15087
11374,0.153872
8346,0.854592
9524,0.496311
4009,0.1672
7895,0.159074
2860,0.797729
11513,0.948569
10738,0.551095
11320,0.0922189
11835,0.649678
7776,0.529397
10962,0.319134
8868,0.808821
1701,0.243748
7673,0.35893
3889,0.0353552
11143,0.976544
6449,0.855555
7358,0.961658
3967,0.953625
7478,0.122173
4101,0.251296
12324,0.51343
10198,0.116557
4755,0.873713
9694,0.735359
9935,0.848376
10043,0.944932
11148,0.958997
11111,0.687735
4241,0.132002
301,0.049474
3255,0.0770606
9203,0.160894
4415,0.522527
6718,0.720778
6919,0.0350109
1139,0.933542
7870,0.0924993
2488,0.18504
7018,0.987896
1030,0.581641
11236,0.0259769
593,0.83176
475,0.982197
842,0.890437
4659,0.907217
2776,0.955876
5799,0.595753
1687,0.937591
44,0.282349
8642,0.840424
11015,0.913818
7189,0.818379
9677,0.932337
8189,0.374984
10053,0.753215
782,0.787087
7287,0.102109
7490,0.999035
9755,0.186228
4002,0.437824
8826,0.0412785
938,0.372842
12095,0.775538
2136,0.750462
4339,0.517082
3334,0.799225
8424,0.568135
7693,0.526985
8966,0.924208
9329,0.0426079
9336,0.966054
11965,0.0364488
11945,0.349024
8558,0.0116397
8765,0.0861695
11610,0.36263
7070,0.161035
11819,0.260752
11001,0.848159
2032,0.277278
6307,0.824858
10428,0.373007
3706,0.830612
1954,0.978792
4633,0.419615
2162,0.730821
7704,0.892853
7101,0.211163
5983,0.993632
3545,0.36248
11243,0.118346
7847,0.116846
11947,0.0860452
2678,0.887853
501,0.633949
2800,0.895876
12047,0.0753259
3113,0.167337
3157,0.991487
447,0.161268
10151,0.341734
1517,0.725769
10636,0.555547
8057,0.881643
5710,0.15495
8046,0.468994
6145,0.327202
5688,0.815449
4132,0.019457
8175,0.0342614
10495,0.146042
1808,0.294622
2210,0.888195
5794,0.984438
7964,0.196988
2778,0.910048
5297,0.0886813
10027,0.946616
6202,0.180666
1655,0.232926
9352,0.275934
364,0.0709435
1723,0.103153
2825,0.452893
1799,0.0610867
5439,0.122955
7469,0.968302
9072,0.940586
4743,0.209946
2600,0.0495343
3973,0.962452
4420,0.731064
10295,0.0910157
1957,0.0469017
9655,0.945186
10394,0.758354
2994,0.53066
6006,0.225816
6954,0.795391
5678,0.125556
4908,0.457295
4408,0.850633
11576,0.994962
12243,0.024763
2217,0.967924
9077,0.521805
4082,0.321337
12320,0.989639
5953,0.063276
5947,0.225412
3586,0.555218
6567,0.998524
1984,0.128574
4882,0.19732
4811,0.852987
10676,0.426859
6990,0.0437782
1447,0.0661931
9938,0.459579
4867,0.995499
4589,0.084683
2971,0.948618
3848,0.148283
4645,0.0984004
5813,0.846499
8145,0.943607
153,0.0380043
9378,0.831605
10071,0.119646
7664,0.190135
8864,0.977517
11611,0.411049
5282,0.138169
7207,0.0526903
792,0.991095
6469,0.723237
2802,0.880542
4914,0.317566
2223,0.869515
6993,0.819586
1269,0.606676
3675,0.906603
6385,0.963189
1824,0.0731774
10594,0.943982
10597,0.814755
11941,0.818322
9943,0.789751
3077,0.0624949
11378,0.629692
8814,0.518352
6717,0.21138
1157,0.622942
9936,0.362857
532,0.457923
9190,0.996349
1438,0.141581
8127,0.879144
11571,0.851422
6900,0.0331494
2023,0.814534
3682,0.594981
5618,0.657502
3420,0.66257
11194,0.920283
1616,0.269323
6746,0.134696
6514,0.987824
5233,0.412154
11970,0.498704
10884,0.0413036
10012,0.175064
1333,0.998648
3397,0.054651
913,0.709234
11585,0.502834
9940,0.382414
1729,0.234972
3411,0.362443
6239,0.885166
8614,0.0991263
11823,0.701665
3624,0.0432452
7574,0.0402764
1095,0.979632
935,0.49268
7652,0.947634
7826,0.84742
11023,0.874364
1581,0.94782
7071,0.496523
5810,0.93906
11188,0.833869
5986,0.394394
5805,0.888858
8691,0.990407
10704,0.39569
3467,0.202455
738,0.792359
2271,0.857619
9777,0.847478
3503,0.722719
3832,0.336414
9303,0.918344
10381,0.469867
6292,0.0479883
240,0.442276
5834,0.811913
10694,0.853184
9732,0.0597833
6553,0.265049
4961,0.10623
1748,0.203358
9320,0.0653883
8943,0.200134
663,0.00996879
6786,0.806059
9660,0.929988
4947,0.5712
6952,0.496023
11140,0.990337
2855,0.955314
11747,0.182849
10438,0.668818
1886,0.0370697
2158,0.699497
3963,0.214797
5496,0.883204
2028,0.0935903
2358,0.889205
293,0.628555
11878,0.880654
6745,0.945211
2338,0.136429
10631,0.0669268
2068,0.110779
325,0.151933
376,0.114741
10852,0.391575
817,0.855058
11749,0.998009
11797,0.858218
1983,0.953483
666,0.766193
12097,0.134545
1756,0.154513
1866,0.991959
8806,0.129284
10579,0.232533
10150,0.546224
5340,0.454059
8595,0.0313815
2145,0.874649
5702,0.385046
12290,0.795158
1403,0.584012
4102,0.936649
5268,0.141071
5202,0.0980033
11722,0.0490495
5859,0.496285
3946,0.666582
6095,0.785349
11542,0.689959
4333,0.948114
9621,0.153296
9412,0.0911677
2966,0.112277
11721,0.0399146
6943,0.121364
2984,0.60594
9204,0.846988
12246,0.832904
5371,0.927868
6262,0.440309
12045,0.048129
6379,0.983561
2564,0.394884
1898,0.0588008
5410,0.621691
10749,0.532917
11694,0.140916
6286,0.252152
12207,0.839755
3451,0.0642584
9937,0.375326
12056,0.137418
7526,0.931255
2813,0.383769
5855,0.379335
3350,0.751719
1021,0.16344
5542,0.0777859
6342,0.848434
1549,0.940103
7839,0.890913
2187,0.267161
5221,0.124664
9594,0.144319
1330,0.485819
1643,0.878567
1684,0.215401
10920,0.615546
6562,0.106038
11114,0.946981
9877,0.139582
5264,0.844715
1173,0.94752
1525,0.974816
9773,0.572144
3640,0.428287
6927,0.44682
8789,0.781115
10960,0.189858
12399,0.625835
6065,0.233455
924,0.160483
4692,0.0789988
7829,0.857743
3432,0.818722
2442,0.746336
8835,0.903597
11798,0.134938
490,0.980008
4941,0.92942
10726,0.357421
335,0.233422
165,0.594858
8052,0.146171
574,0.933846
1102,0.0764466
3441,0.843482
8882,0.899494
7464,0.376013
4195,0.401719
6888,0.0330389
2449,0.330714
11577,0.130311
9903,0.695935
8981,0.179611
7791,0.929374
1815,0.929772
705,0.922957
5087,0.23166
3256,0.404319
9029,0.138669
653,0.179844
9645,0.89114
2025,0.182524
7001,0.687958
1881,0.426565
12073,0.509307
8498,0.409684
1855,0.469267
6987,0.803138
12126,0.238872
3458,0.262789
1741,0.0536925
9183,0.0905097
8904,0.173174
11562,0.895312
7777,0.265601
1004,0.951381
2299,0.32121
2196,0.987322
4046,0.0197375
709,0.966918
8608,0.016764
1396,0.753646
4148,0.993451
4321,0.329745
8103,0.459052
791,0.990759
4740,0.00637614
6338,0.147244
6922,0.0947179
5132,0.0672748
10208,0.642326
11259,0.09089
4247,0.912336
739,0.0684882
11294,0.866152
7736,0.275987
7817,0.928107
12076,0.724254
618,0.364321
10840,0.191287
8390,0.18286
4985,0.330866
11805,0.608627
7833,0.755458
4742,0.0759498
1445,0.859599
12313,0.963195
4836,0.801902
10735,0.589399
9868,0.574878
6728,0.816351
10434,0.943129
12362,0.939458
7029,0.346961
4071,0.447566
995,0.684209
11922,0.373601
2934,0.0710201
3866,0.236139
11976,0.0400772
3407,0.990143
7725,0.867367
12277,0.545033
2140,0.47144
6583,0.977052
12162,0.0296443
7470,0.512036
3713,0.517775
2122,0.945784
3556,0.0243579
1546,0.441857
2926,0.515251
11282,0.957891
486,0.996809
11377,0.602916
1160,0.145404
7668,0.403004
4933,0.231827
6222,0.920196
2390,0.0881298
8158,0.954024
937,0.868059
1359,0.152331
2144,0.00674049
8536,0.0227444
5693,0.896472
3209,0.968477
803,0.610143
3125,0.94521
1319,0.626477
2073,0.178969
1245,0.517375
8636,0.977954
9916,0.591752
9875,0.329247
2881,0.940114
7632,0.096515
3080,0.0371941
8853,0.678175
8165,0.618274
9764,0.934466
5777,0.799335
10789,0.709709
1344,0.297646
3964,0.0768989
10344,0.81237
5917,0.997004
103,0.320671
1558,0.0374049
12198,0.0201523
5553,0.968956
552,0.946145
6429,0.974905
113,0.895637
1398,0.567574
5921,0.0446326
5958,0.615113
8246,0.902451
10757,0.253227
12280,0.496773
11519,0.764279
1574,0.921567
11451,0.716371
4893,0.782106
3989,0.326772
9580,0.228502
6707,0.702737
8836,0.741742
12352,0.963071
11267,0.450834
2310,0.957748
6617,0.179686
1498,0.767405
2502,0.0577881
7611,0.43756
2311,0.648599
4364,0.35566
1580,0.472049
3603,0.122008
9064,0.155692
11977,0.112864
7594,0.867244
5499,0.268122
8264,0.525027
8649,0.0223917
9475,0.119309
9668,0.509502
10407,0.0586395
6560,0.314711
8176,0.0330782
1674,0.11604
1460,0.282367
10255,0.81707
6769,0.103111
5217,0.737317
2275,0.885976
6188,0.141537
5277,0.228805
11273,0.91118
10161,0.122345
7040,0.451779
3190,0.122337
5054,0.0537358
8329,0.369538
3318,0.616477
4269,0.00663937
10892,0.964477
6510,0.845418
8731,0.213466
7525,0.581234
5882,0.314682
3271,0.0456711
2477,0.0584671
10821,0.65297
9911,0.970946
3172,0.296789
12138,0.24245
11032,0.943645
6861,0.57979
12154,0.170752
638,0.258597
8511,0.136985
10239,0.804647
6455,0.882449
2469,0.531242
11218,0.383542
1350,0.66905
9408,0.0511891
12175,0.187425
9015,0.146139
2857,0.0429712
10112,0.151026
6973,0.0742653
3613,0.91789
3726,0.373417
10249,0.700924
1404,0.650083
1052,0.335843
10625,0.880905
4077,0.670377
9695,0.972616
11054,0.268343
2924,0.207262
218,0.0991787
8354,0.10837
10628,0.0647362
2452,0.838494
6868,0.993268
7747,0.76656
8031,0.971341
2757,0.994936
3942,0.935896
4350,0.931393
11719,0.462577
7089,0.315492
631,0.82168
309,0.194305
11896,0.468412
4939,0.813841
7138,0.951821
11636,0.547594
254,0.0520874
7644,0.510459
5365,0.0683928
10111,0.186718
6114,0.072445
905,0.0196608
1559,0.231744
2821,0.393376
8825,0.0749034
6035,0.505098
4898,0.063489
11315,0.236597
9733,0.595279
2447,0.885264
3151,0.825024
485,0.949086
1220,0.169577
2696,0.522053
4432,0.756353
12043,0.0590992
12186,0.956286
1595,0.64301
5084,0.315875
9105,0.870326
8154,0.255633
1016,0.840109
3639,0.308246
5656,0.529033
9542,0.199464
3625,0.942989
1383,0.421387
6642,0.421265
8257,0.231047
9584,0.971125
11007,0.827881
3555,0.362486
2967,0.276864
10901,0.0807758
10497,0.429751
3120,0.129428
6225,0.540275
10913,0.842493
6318,0.694485
3388,0.0849074
1928,0.555726
6265,0.943961
3502,0.0860488
4582,0.0687011
800,0.865417
10630,0.0494522
6622,0.903199
3738,0.0758121
3759,0.2138
11779,0.476641
4662,0.266562
4998,0.851896
10690,0.161601
6556,0.233542
9616,0.607965
3912,0.118677
4098,0.5858
10279,0.0332961
9410,0.919577
5753,0.392423
7588,0.251237
9595,0.513373
2239,0.280718
6663,0.902883
6921,0.155393
11599,0.132633
6629,0.564499
650,0.95089
9451,0.101592
9171,0.903869
11687,0.0854065
3922,0.490461
368,0.755549
5476,0.0401472
2733,0.130188
9981,0.542293
5525,0.756271
2351,0.734783
4601,0.0504289
1351,0.727188
3678,0.0724881
6643,0.853379
4174,0.864545
9851,0.295629
971,0.678361
3998,0.797205
10077,0.0261001
11657,0.177024
6609,0.529781
442,0.0101788
2707,0.242475
4274,0.814749
4866,0.846347
181,0.992382
1519,0.422638
7599,0.491887
5606,0.40827
10535,0.0698644
4345,0.154729
10367,0.83892
3078,0.830128
1155,0.991487
11411,0.919723
1820,0.549008
8443,0.0719857
7624,0.499645
1919,0.198012
3979,0.977011
8810,0.750083
4690,0.142588
3665,0.134627
5609,0.325684
7937,0.952492
9753,0.527264
2912,0.978993
3208,0.115069
11190,0.163946
6554,0.370243
248,0.79402
212,0.849184
7022,0.312154
6159,0.0705605
5058,0.958336
7926,0.0987752
6195,0.795751
11295,0.0992261
6659,0.924088
6412,0.590354
4746,0.911584
5305,0.924416
7229,0.0710959
11887,0.0546763
4388,0.959893
8273,0.495898
5922,0.766303
3539,0.938541
2986,0.541645
137,0.984331
12316,0.0979737
1386,0.915352
5648,0.561837
7447,0.154808
11818,0.665245
632,0.991723
3879,0.608039
3343,0.161679
5860,0.894408
2851,0.0878205
5307,0.857552
361,0.808859
6695,0.506166
730,0.978026
4215,0.713265
4391,0.303726
7152,0.153095
6763,0.579072
7773,0.0263986
12404,0.350234
2594,0.83562
9799,0.164866
2595,0.732756
8048,0.715246
6787,0.602657
5242,0.69932
7828,0.854618
6123,0.716948
6424,0.480705
2975,0.590267
2472,0.112149
10595,0.985718
6805,0.606528
4580,0.0546833
4383,0.984449
3320,0.0577378
11375,0.831895
2782,0.243681
2894,0.389114
4844,0.026039
3474,0.394369
12462,0.00920495
454,0.068095
3837,0.387342
521,0.475765
110,0.975888
4837,0.171272
8392,0.973934
10917,0.154552
4030,0.0506634
6067,0.771203
12036,0.159673
4414,0.420211
4428,0.337377
6694,0.209264
6063,0.695585
2034,0.153602
1587,0.899414
848,0.843223
12440,0.617797
9849,0.996452
787,0.318738
2512,0.0536581
3903,0.0174047
12114,0.952897
526,0.265316
11133,0.799364
11147,0.937355
146,0.982869
6463,0.311418
3327,0.745678
4700,0.990918
6513,0.179195
6182,0.377315
12119,0.0829261
8564,0.734781
1263,0.477003
5428,0.923384
2208,0.0429012
10645,0.998551
4425,0.117165
10616,0.846531
9481,0.969885
1248,0.359994
6855,0.912751
5162,0.99819
11003,0.567813
5556,0.704992
11113,0.277621
9319,0.507047
4663,0.455737
2734,0.16813
3882,0.451079
12332,0.992376
9334,0.906768
511,0.259121
6536,0.935837
954,0.49501
10306,0.961094
3916,0.313062
1086,0.93373
1909,0.970481
4173,0.912057
744,0.15714
11987,0.837039
7769,0.937401
5970,0.709852
9699,0.927407
8689,0.0909349
5056,0.973143
3679,0.567883
8479,0.707726
8374,0.240231
4775,0.176638
584,0.452134
10880,0.554195
8944,0.468757
3162,0.150322
6985,0.465915
2118,0.37649
9476,0.803895
1711,0.671734
5064,0.175208
11398,0.992015
4306,0.126596
2992,0.979538
1968,0.982338
9168,0.950396
714,0.212496
6887,0.230075
3454,0.954778
1485,0.905812
11233,0.126903
8968,0.380744
548,0.948308
8282,0.220734
10096,0.945816
6322,0.188547
7355,0.0478101
9905,0.57165
4061,0.252458
4023,0.989309
3656,0.19037
6500,0.0570337
243,0.0547263
11226,0.472926
1557,0.572976
5924,0.931584
11283,0.386175
6242,0.880425
1884,0.874613
1295,0.208196
3516,0.15819
11700,0.0398647
8080,0.801591
11954,0.748313
2969,0.896104
10192,0.474631
8307,0.120743
9083,0.81467
280,0.633932
2941,0.053663
564,0.0355726
12033,0.950791
8086,0.685077
3223,0.876026
1369,0.276435
6976,0.288216
11204,0.870256
310,0.503905
8061,0.84731
10281,0.971654
4413,0.946565
7498,0.201661
6544,0.955128
3676,0.932506
9735,0.0289156
1334,0.354118
11589,0.444095
7274,0.244752
6400,0.941941
2602,0.99847
7016,0.790477
9618,0.700166
5329,0.0400349
7766,0.721662
11916,0.5709
7888,0.167333
53,0.151149
10666,0.957376
9780,0.0964449
3057,0.91062
3940,0.984777
135,0.0497826
2546,0.965399
10231,0.899829
4946,0.945914
2608,0.0126065
4677,0.990701
4405,0.991567
8277,0.110499
2366,0.974281
12271,0.722244
6405,0.00656593
7411,0.205107
1990,0.633731
